timesheet_id,project_id,employee_id,work_date,hours,activity,is_billable
T70499,P-1004,E09,2025-11-24,8,Mark,true
T70500,P-1004,E05,2025-11-25,8,El,true
T70501,P-1004,E09,2025-11-25,9,Mark,true
T70502,P-1004,E02,2025-11-26,7,Projektledning,true
T70503,P-1004,E05,2025-11-26,10,El,true
T70504,P-1004,E09,2025-11-28,9,Mark,true
T70505,P-1004,E07,2025-12-02,7,Kalkyl,false
T70506,P-1004,E09,2025-12-02,10,Mark,true
T70507,P-1004,E02,2025-12-03,9,Besiktning,true
T70508,P-1004,E10,2025-12-03,4,Besiktning,true
T70509,P-1004,E07,2025-12-04,7,Kalkyl,false
T70510,P-1004,E10,2025-12-04,7,Projektledning,true
T70511,P-1004,E10,2025-12-05,9,Projektledning,true
T70512,P-1004,E05,2025-12-09,10,El,true
T70513,P-1004,E02,2025-12-11,6,Stomme,true
T70514,P-1004,E07,2025-12-16,10,Kalkyl,false
T70515,P-1004,E07,2025-12-17,6,Kalkyl,false
T70516,P-1004,E10,2025-12-17,10,Besiktning,true
T70517,P-1004,E07,2025-12-19,4,Kalkyl,false
T70518,P-1004,E10,2025-12-19,4,Besiktning,true
T70519,P-1004,E02,2025-12-22,8,Besiktning,true
T70520,P-1004,E07,2025-12-24,9,Kalkyl,false
T70521,P-1004,E05,2025-12-25,9,El,true
T70522,P-1004,E02,2025-12-26,8,Besiktning,true
T70523,P-1004,E10,2025-12-26,9,Projektledning,true
T70524,P-1004,E09,2025-12-30,8,Rivning,true
T70525,P-1004,E07,2026-01-05,10,Kalkyl,false
T70526,P-1004,E10,2026-01-05,8,Besiktning,true
T70527,P-1004,E09,2026-01-06,10,Rivning,true
T70528,P-1004,E10,2026-01-06,6,Besiktning,true
T70529,P-1004,E10,2026-01-08,8,Besiktning,true
T70530,P-1004,E02,2026-01-09,8,Projektledning,true
T70531,P-1004,E10,2026-01-09,7,Besiktning,true
T70532,P-1004,E07,2026-01-12,8,Kalkyl,false
T70533,P-1004,E09,2026-01-13,8,Rivning,true
T70534,P-1004,E05,2026-01-14,10,El,true
T70535,P-1004,E07,2026-01-14,9,Kalkyl,false
T70536,P-1004,E07,2026-01-15,8,Kalkyl,false
T70537,P-1004,E09,2026-01-15,10,Rivning,true
T70538,P-1004,E10,2026-01-15,8,Besiktning,true
T70539,P-1004,E05,2026-01-19,8,El,true
T70540,P-1004,E10,2026-01-21,8,Projektledning,true
T70541,P-1004,E07,2026-01-22,4,Kalkyl,false
T70542,P-1004,E07,2026-01-23,8,Kalkyl,false
T70543,P-1004,E07,2026-01-28,6,Kalkyl,false
T70544,P-1004,E02,2026-01-29,8,Besiktning,true
T70545,P-1004,E02,2026-02-02,8,Stomme,true
T70546,P-1004,E07,2026-02-02,6,Kalkyl,false
T70547,P-1004,E09,2026-02-02,7,Rivning,true
T70548,P-1004,E07,2026-02-03,8,Kalkyl,false
T70549,P-1004,E10,2026-02-03,9,Projektledning,true
T70550,P-1004,E02,2026-02-04,8,Stomme,true
T70551,P-1004,E07,2026-02-05,6,Kalkyl,false
T70552,P-1004,E07,2026-02-06,8,Kalkyl,false
T70553,P-1004,E02,2026-02-09,8,Stomme,true
T70554,P-1004,E05,2026-02-09,6,El,true
T70555,P-1004,E09,2026-02-09,7,Mark,true
T70556,P-1004,E02,2026-02-11,9,Projektledning,true
T70557,P-1004,E09,2026-02-12,8,Rivning,true
T70558,P-1004,E02,2026-02-16,8,Projektledning,true
T70559,P-1004,E09,2026-02-17,7,Mark,true
T70560,P-1004,E09,2026-02-18,7,Rivning,true
T70561,P-1004,E05,2026-02-23,6,El,true
T70562,P-1004,E07,2026-02-23,8,Kalkyl,false
T70563,P-1004,E10,2026-02-23,8,Projektledning,true
T70564,P-1004,E02,2026-02-24,7,Besiktning,true
T70565,P-1004,E09,2026-02-24,7,Mark,true
T70566,P-1004,E07,2026-02-25,8,Kalkyl,false
T70567,P-1004,E02,2026-02-26,4,Besiktning,true
T70568,P-1005,E08,2025-05-05,8,Stomme,true
T70569,P-1005,E03,2025-05-08,8,Rivning,true
T70570,P-1005,E01,2025-05-09,8,Besiktning,true
T70571,P-1005,E09,2025-05-09,7,Mark,true
T70572,P-1005,E02,2025-05-13,10,Stomme,true
T70573,P-1005,E08,2025-05-14,6,Rivning,true
T70574,P-1005,E09,2025-05-14,7,Mark,true
T70575,P-1005,E09,2025-05-16,8,Mark,true
T70576,P-1005,E01,2025-05-19,6,Besiktning,true
T70577,P-1005,E02,2025-05-22,7,Stomme,true
T70578,P-1005,E09,2025-05-22,8,Rivning,true
T70579,P-1005,E03,2025-05-23,6,Rivning,true
T70580,P-1005,E08,2025-05-23,8,Stomme,true
T70581,P-1005,E09,2025-05-23,4,Rivning,true
T70582,P-1005,E09,2025-05-29,8,Rivning,true
T70583,P-1005,E03,2025-06-03,9,Inredning,true
T70584,P-1005,E03,2025-06-04,7,Stomme,true
T70585,P-1005,E08,2025-06-09,7,Inredning,true
T70586,P-1005,E09,2025-06-10,6,Rivning,true
T70587,P-1005,E01,2025-06-16,8,Besiktning,true
T70588,P-1005,E02,2025-06-17,4,Projektledning,true
T70589,P-1005,E03,2025-06-18,10,Stomme,true
T70590,P-1005,E02,2025-06-20,8,Projektledning,true
T70591,P-1005,E03,2025-06-20,8,Rivning,true
T70592,P-1005,E01,2025-06-27,9,Besiktning,true
T70593,P-1005,E08,2025-06-27,8,Rivning,true
T70594,P-1005,E09,2025-06-27,8,Mark,true
T70595,P-1005,E01,2025-06-30,9,Besiktning,true
T70596,P-1005,E08,2025-06-30,6,Stomme,true
T70597,P-1005,E09,2025-06-30,10,Mark,true
T70598,P-1005,E03,2025-07-01,4,Inredning,true
T70599,P-1005,E09,2025-07-02,7,Mark,true
T70600,P-1005,E02,2025-07-03,4,Besiktning,true
T70601,P-1005,E09,2025-07-03,7,Mark,true
T70602,P-1005,E09,2025-07-08,8,Mark,true
T70603,P-1005,E03,2025-07-09,8,Rivning,true
T70604,P-1005,E03,2025-07-11,8,Rivning,true
T70605,P-1005,E01,2025-07-17,7,Projektledning,true
T70606,P-1005,E09,2025-07-18,8,Rivning,true
T70607,P-1005,E02,2025-07-22,8,Projektledning,true
T70608,P-1005,E03,2025-07-22,7,Inredning,true
T70609,P-1005,E01,2025-07-30,8,Projektledning,true
T70610,P-1005,E03,2025-08-05,8,Inredning,true
T70611,P-1005,E01,2025-08-06,10,Besiktning,true
T70612,P-1005,E03,2025-08-08,6,Rivning,true
T70613,P-1005,E02,2025-08-11,9,Stomme,true
T70614,P-1005,E09,2025-08-12,9,Mark,true
T70615,P-1005,E02,2025-08-18,8,Besiktning,true
T70616,P-1005,E08,2025-08-18,8,Stomme,true
T70617,P-1005,E01,2025-08-19,6,Besiktning,true
T70618,P-1005,E02,2025-08-19,10,Stomme,true
T70619,P-1005,E01,2025-08-20,8,Besiktning,true
T70620,P-1005,E03,2025-08-21,7,Rivning,true
T70621,P-1005,E08,2025-08-21,6,Rivning,true
T70622,P-1005,E01,2025-08-22,4,Projektledning,true
T70623,P-1005,E02,2025-08-22,6,Projektledning,true
T70624,P-1005,E03,2025-08-28,8,Stomme,true
T70625,P-1005,E08,2025-08-28,6,Inredning,true
T70626,P-1005,E08,2025-09-02,9,Rivning,true
T70627,P-1005,E01,2025-09-03,8,Besiktning,true
T70628,P-1005,E03,2025-09-04,8,Rivning,true
T70629,P-1005,E03,2025-09-05,8,Inredning,true
T70630,P-1005,E02,2025-09-11,4,Stomme,true
T70631,P-1005,E09,2025-09-11,8,Rivning,true
T70632,P-1005,E02,2025-09-16,10,Projektledning,true
T70633,P-1005,E08,2025-09-18,10,Rivning,true
T70634,P-1005,E03,2025-09-22,10,Rivning,true
T70635,P-1005,E02,2025-09-24,6,Projektledning,true
T70636,P-1005,E09,2025-09-24,8,Rivning,true
T70637,P-1005,E09,2025-09-26,9,Mark,true
T70638,P-1005,E08,2025-09-29,7,Rivning,true
T70639,P-1005,E08,2025-10-03,6,Rivning,true
T70640,P-1005,E01,2025-10-07,8,Besiktning,true
T70641,P-1005,E03,2025-10-10,4,Inredning,true
T70642,P-1005,E08,2025-10-10,9,Rivning,true
T70643,P-1005,E01,2025-10-15,8,Besiktning,true
T70644,P-1005,E09,2025-10-24,9,Rivning,true
T70645,P-1005,E01,2025-10-27,9,Besiktning,true
T70646,P-1005,E09,2025-10-27,4,Mark,true
T70647,P-1005,E01,2025-10-28,10,Besiktning,true
T70648,P-1005,E02,2025-10-29,4,Besiktning,true
T70649,P-1005,E08,2025-11-04,8,Rivning,true
T70650,P-1005,E02,2025-11-11,8,Stomme,true
T70651,P-1005,E02,2025-11-14,8,Stomme,true
T70652,P-1005,E03,2025-11-17,7,Rivning,true
T70653,P-1005,E01,2025-11-19,8,Besiktning,true
T70654,P-1005,E02,2025-11-24,8,Stomme,true
T70655,P-1005,E03,2025-11-25,6,Stomme,true
T70656,P-1005,E01,2025-12-03,8,Besiktning,true
T70657,P-1005,E02,2025-12-03,8,Stomme,true
T70658,P-1005,E02,2025-12-04,8,Besiktning,true
T70659,P-1005,E03,2025-12-04,10,Stomme,true
T70660,P-1005,E08,2025-12-11,8,Inredning,true
T70661,P-1005,E09,2025-12-11,9,Rivning,true
T70662,P-1005,E03,2025-12-15,8,Stomme,true
T70663,P-1005,E02,2025-12-16,6,Projektledning,true
T70664,P-1005,E08,2025-12-18,8,Rivning,true
T70665,P-1005,E09,2025-12-19,10,Rivning,true
T70666,P-1006,E09,2025-08-18,4,Mark,true
T70667,P-1006,E10,2025-09-01,6,Besiktning,true
T70668,P-1006,E02,2025-09-04,7,Besiktning,true
T70669,P-1006,E09,2025-09-08,8,Rivning,true
T70670,P-1006,E07,2025-09-12,9,Kalkyl,false
T70671,P-1006,E09,2025-09-12,10,Rivning,true
T70672,P-1006,E10,2025-09-19,4,Projektledning,true
T70673,P-1006,E02,2025-09-23,8,Projektledning,true
T70674,P-1006,E06,2025-09-25,4,El,true
T70675,P-1006,E09,2025-09-25,4,Mark,true
T70676,P-1006,E09,2025-10-02,8,Mark,true
T70677,P-1006,E09,2025-10-09,6,Mark,true
T70678,P-1006,E06,2025-10-14,10,El,true
T70679,P-1006,E09,2025-10-20,7,Rivning,true
T70680,P-1006,E09,2025-10-21,8,Rivning,true
T70681,P-1006,E10,2025-10-21,8,Besiktning,true
T70682,P-1006,E02,2025-11-14,4,Besiktning,true
T70683,P-1006,E02,2025-12-01,8,Besiktning,true
T70684,P-1006,E06,2025-12-04,10,El,true
T70685,P-1006,E06,2025-12-05,7,El,true
T70686,P-1006,E09,2025-12-05,8,Rivning,true
T70687,P-1006,E02,2025-12-18,8,Besiktning,true
T70688,P-1006,E02,2025-12-19,8,Stomme,true
T70689,P-1006,E06,2025-12-29,8,El,true
T70690,P-1006,E07,2025-12-31,8,Kalkyl,false
T70691,P-1006,E06,2026-01-09,9,El,true
T70692,P-1006,E10,2026-01-12,8,Projektledning,true
T70693,P-1006,E06,2026-01-14,8,El,true
T70694,P-1006,E02,2026-01-16,7,Projektledning,true
T70695,P-1006,E02,2026-01-22,8,Stomme,true
T70696,P-1006,E06,2026-01-29,8,El,true
T70697,P-1006,E09,2026-01-29,10,Rivning,true
T70698,P-1007,E06,2025-09-02,8,El,true
T70699,P-1007,E05,2025-09-04,6,El,true
T70700,P-1007,E06,2025-09-04,8,El,true
T70701,P-1007,E02,2025-09-05,6,Besiktning,true
T70702,P-1007,E06,2025-09-08,6,El,true
T70703,P-1007,E05,2025-09-09,7,El,true
T70704,P-1007,E06,2025-09-09,8,El,true
T70705,P-1007,E01,2025-09-10,8,Besiktning,true
T70706,P-1007,E05,2025-09-15,6,El,true
T70707,P-1007,E02,2025-09-16,8,Stomme,true
T70708,P-1007,E06,2025-09-16,9,El,true
T70709,P-1007,E05,2025-09-17,8,El,true
T70710,P-1007,E08,2025-09-17,7,Rivning,true
T70711,P-1007,E06,2025-09-18,8,El,true
T70712,P-1007,E08,2025-09-18,8,Inredning,true
T70713,P-1007,E01,2025-09-22,10,Besiktning,true
T70714,P-1007,E08,2025-09-23,8,Rivning,true
T70715,P-1007,E01,2025-09-24,7,Besiktning,true
T70716,P-1007,E08,2025-09-25,6,Stomme,true
T70717,P-1007,E08,2025-09-29,7,Stomme,true
T70718,P-1007,E01,2025-09-30,10,Projektledning,true
T70719,P-1007,E02,2025-09-30,9,Besiktning,true
T70720,P-1007,E05,2025-09-30,9,El,true
T70721,P-1007,E06,2025-09-30,6,El,true
T70722,P-1007,E01,2025-10-02,4,Projektledning,true
T70723,P-1007,E08,2025-10-02,6,Rivning,true
T70724,P-1007,E01,2025-10-03,10,Projektledning,true
T70725,P-1007,E01,2025-10-06,8,Projektledning,true
T70726,P-1007,E02,2025-10-06,6,Stomme,true
T70727,P-1007,E06,2025-10-06,7,El,true
T70728,P-1007,E01,2025-10-08,9,Projektledning,true
T70729,P-1007,E02,2025-10-08,6,Besiktning,true
T70730,P-1007,E05,2025-10-08,4,El,true
T70731,P-1007,E01,2025-10-13,4,Projektledning,true
T70732,P-1007,E08,2025-10-13,8,Inredning,true
T70733,P-1007,E06,2025-10-14,8,El,true
T70734,P-1007,E01,2025-10-16,8,Projektledning,true
T70735,P-1007,E02,2025-10-16,4,Besiktning,true
T70736,P-1007,E06,2025-10-16,4,El,true
T70737,P-1007,E05,2025-10-20,10,El,true
T70738,P-1007,E05,2025-10-21,6,El,true
T70739,P-1007,E05,2025-10-22,4,El,true
T70740,P-1007,E02,2025-10-24,8,Besiktning,true
T70741,P-1007,E01,2025-10-27,10,Besiktning,true
T70742,P-1007,E02,2025-10-27,6,Besiktning,true
T70743,P-1007,E06,2025-10-27,7,El,true
T70744,P-1007,E06,2025-10-29,8,El,true
T70745,P-1007,E01,2025-10-31,7,Projektledning,true
T70746,P-1007,E06,2025-10-31,9,El,true
T70747,P-1007,E08,2025-10-31,9,Stomme,true
T70748,P-1007,E01,2025-11-06,10,Besiktning,true
T70749,P-1007,E05,2025-11-06,4,El,true
T70750,P-1007,E06,2025-11-06,9,El,true
T70751,P-1007,E08,2025-11-06,8,Rivning,true
T70752,P-1007,E01,2025-11-13,8,Projektledning,true
T70753,P-1007,E02,2025-11-13,10,Stomme,true
T70754,P-1007,E05,2025-11-13,10,El,true
T70755,P-1007,E05,2025-11-14,8,El,true
T70756,P-1007,E06,2025-11-18,8,El,true
T70757,P-1007,E08,2025-11-18,8,Inredning,true
T70758,P-1007,E02,2025-11-19,8,Besiktning,true
T70759,P-1007,E05,2025-11-20,9,El,true
T70760,P-1007,E06,2025-11-20,7,El,true
T70761,P-1007,E01,2025-11-21,9,Projektledning,true
T70762,P-1007,E05,2025-11-21,8,El,true
T70763,P-1007,E05,2025-11-25,10,El,true
T70764,P-1007,E08,2025-11-25,8,Rivning,true
T70765,P-1007,E01,2025-12-01,8,Projektledning,true
T70766,P-1007,E02,2025-12-01,6,Besiktning,true
T70767,P-1007,E01,2025-12-02,4,Projektledning,true
T70768,P-1007,E05,2025-12-02,8,El,true
T70769,P-1007,E05,2025-12-03,6,El,true
T70770,P-1007,E01,2025-12-04,4,Projektledning,true
T70771,P-1007,E06,2025-12-05,10,El,true
T70772,P-1007,E08,2025-12-05,7,Stomme,true
T70773,P-1007,E05,2025-12-08,7,El,true
T70774,P-1007,E08,2025-12-08,8,Inredning,true
T70775,P-1007,E02,2025-12-09,9,Projektledning,true
T70776,P-1007,E06,2025-12-09,4,El,true
T70777,P-1007,E02,2025-12-10,9,Besiktning,true
T70778,P-1007,E05,2025-12-10,8,El,true
T70779,P-1007,E01,2025-12-11,4,Besiktning,true
T70780,P-1007,E01,2025-12-12,7,Projektledning,true
T70781,P-1007,E05,2025-12-12,8,El,true
T70782,P-1007,E05,2025-12-19,8,El,true
T70783,P-1007,E06,2025-12-22,6,El,true
T70784,P-1007,E06,2025-12-25,8,El,true
T70785,P-1007,E06,2025-12-26,8,El,true
T70786,P-1007,E05,2025-12-29,9,El,true
T70787,P-1007,E08,2026-01-01,10,Inredning,true
T70788,P-1007,E01,2026-01-02,10,Projektledning,true
T70789,P-1007,E05,2026-01-02,10,El,true
T70790,P-1007,E06,2026-01-08,10,El,true
T70791,P-1007,E05,2026-01-09,4,El,true
T70792,P-1007,E01,2026-01-12,8,Besiktning,true
T70793,P-1007,E01,2026-01-14,10,Besiktning,true
T70794,P-1007,E05,2026-01-16,8,El,true
T70795,P-1007,E01,2026-01-19,8,Besiktning,true
T70796,P-1007,E02,2026-01-19,9,Besiktning,true
T70797,P-1007,E01,2026-01-20,10,Besiktning,true
T70798,P-1007,E08,2026-01-22,10,Stomme,true
T70799,P-1007,E08,2026-01-23,10,Stomme,true
T70800,P-1007,E08,2026-01-26,4,Rivning,true
T70801,P-1007,E08,2026-01-27,10,Rivning,true
T70802,P-1007,E06,2026-01-28,9,El,true
T70803,P-1007,E02,2026-01-29,7,Besiktning,true
T70804,P-1007,E08,2026-02-02,10,Rivning,true
T70805,P-1007,E06,2026-02-03,7,El,true
T70806,P-1007,E01,2026-02-05,10,Besiktning,true
T70807,P-1007,E06,2026-02-09,4,El,true
T70808,P-1007,E05,2026-02-10,6,El,true
T70809,P-1007,E06,2026-02-10,7,El,true
T70810,P-1007,E08,2026-02-11,9,Stomme,true
T70811,P-1007,E06,2026-02-13,8,El,true
T70812,P-1007,E02,2026-02-16,8,Besiktning,true
T70813,P-1007,E06,2026-02-16,8,El,true
T70814,P-1007,E05,2026-02-18,10,El,true
T70815,P-1007,E02,2026-02-20,10,Besiktning,true
T70816,P-1007,E05,2026-02-23,7,El,true
T70817,P-1007,E01,2026-02-24,8,Besiktning,true
T70818,P-1007,E02,2026-02-24,8,Projektledning,true
T70819,P-1007,E08,2026-02-24,6,Inredning,true
T70820,P-1007,E05,2026-02-25,8,El,true
T70821,P-1007,E05,2026-02-27,7,El,true
T70822,P-1007,E06,2026-03-02,7,El,true
T70823,P-1007,E01,2026-03-03,7,Besiktning,true
T70824,P-1007,E06,2026-03-04,6,El,true
T70825,P-1007,E01,2026-03-06,8,Besiktning,true
T70826,P-1007,E02,2026-03-06,8,Besiktning,true
T70827,P-1007,E06,2026-03-06,8,El,true
T70828,P-1007,E05,2026-03-09,7,El,true
T70829,P-1007,E06,2026-03-16,10,El,true
T70830,P-1007,E01,2026-03-18,8,Projektledning,true
T70831,P-1007,E02,2026-03-18,9,Stomme,true
T70832,P-1007,E05,2026-03-18,4,El,true
T70833,P-1007,E01,2026-03-19,8,Projektledning,true
T70834,P-1007,E06,2026-03-20,6,El,true
T70835,P-1007,E08,2026-03-20,6,Rivning,true
T70836,P-1007,E01,2026-03-23,6,Projektledning,true
T70837,P-1007,E06,2026-03-24,7,El,true
T70838,P-1007,E08,2026-03-25,8,Rivning,true
T70839,P-1007,E06,2026-03-26,6,El,true
T70840,P-1007,E08,2026-03-26,8,Rivning,true
T70841,P-1007,E01,2026-03-27,8,Projektledning,true
T70842,P-1007,E05,2026-03-27,4,El,true
T70843,P-1007,E01,2026-03-30,4,Projektledning,true
T70844,P-1007,E02,2026-03-30,7,Projektledning,true
T70845,P-1007,E08,2026-03-30,8,Inredning,true
T70846,P-1007,E02,2026-03-31,10,Projektledning,true
T70847,P-1007,E02,2026-04-01,8,Projektledning,true
T70848,P-1007,E06,2026-04-01,7,El,true
T70849,P-1007,E08,2026-04-01,7,Inredning,true
T70850,P-1007,E05,2026-04-03,6,El,true
T70851,P-1007,E02,2026-04-06,4,Stomme,true
T70852,P-1007,E08,2026-04-07,9,Rivning,true
T70853,P-1007,E08,2026-04-08,9,Inredning,true
T70854,P-1007,E02,2026-04-09,8,Besiktning,true
T70855,P-1007,E06,2026-04-09,8,El,true
T70856,P-1007,E08,2026-04-09,8,Stomme,true
T70857,P-1007,E06,2026-04-10,4,El,true
T70858,P-1007,E08,2026-04-13,4,Rivning,true
T70859,P-1007,E01,2026-04-14,8,Projektledning,true
T70860,P-1007,E05,2026-04-20,4,El,true
T70861,P-1007,E02,2026-04-21,7,Stomme,true
T70862,P-1007,E08,2026-04-21,8,Rivning,true
T70863,P-1007,E01,2026-04-22,8,Projektledning,true
T70864,P-1007,E05,2026-04-22,8,El,true
T70865,P-1007,E06,2026-04-23,4,El,true
T70866,P-1007,E05,2026-04-24,4,El,true
T70867,P-1007,E06,2026-04-24,8,El,true
T70868,P-1008,E05,2025-10-08,4,El,true
T70869,P-1008,E09,2025-10-08,7,Mark,true
T70870,P-1008,E03,2025-10-10,8,Rivning,true
T70871,P-1008,E03,2025-10-13,8,Rivning,true
T70872,P-1008,E10,2025-10-21,8,Besiktning,true
T70873,P-1008,E10,2025-10-28,8,Besiktning,true
T70874,P-1008,E10,2025-11-04,9,Besiktning,true
T70875,P-1008,E10,2025-11-07,4,Besiktning,true
T70876,P-1008,E03,2025-11-12,4,Inredning,true
T70877,P-1008,E09,2025-11-12,6,Rivning,true
T70878,P-1008,E02,2025-11-13,8,Besiktning,true
T70879,P-1008,E03,2025-11-13,4,Stomme,true
T70880,P-1008,E09,2025-11-18,8,Mark,true
T70881,P-1008,E09,2025-11-20,9,Rivning,true
T70882,P-1008,E09,2025-11-21,4,Rivning,true
T70883,P-1008,E05,2025-11-24,9,El,true
T70884,P-1008,E09,2025-11-25,10,Rivning,true
T70885,P-1008,E09,2025-12-05,9,Rivning,true
T70886,P-1008,E05,2025-12-10,8,El,true
T70887,P-1008,E05,2025-12-12,10,El,true
T70888,P-1008,E09,2025-12-17,8,Rivning,true
T70889,P-1008,E02,2025-12-22,6,Stomme,true
T70890,P-1008,E02,2025-12-24,8,Projektledning,true
T70891,P-1008,E10,2025-12-25,8,Besiktning,true
T70892,P-1008,E10,2025-12-30,7,Besiktning,true
T70893,P-1008,E10,2026-01-01,8,Besiktning,true
T70894,P-1008,E05,2026-01-02,7,El,true
T70895,P-1008,E03,2026-01-05,8,Inredning,true
T70896,P-1008,E02,2026-01-08,8,Stomme,true
T70897,P-1008,E09,2026-01-13,8,Rivning,true
T70898,P-1008,E10,2026-01-13,10,Besiktning,true
T70899,P-1008,E02,2026-01-15,9,Stomme,true
T70900,P-1008,E05,2026-01-19,6,El,true
T70901,P-1008,E05,2026-01-21,9,El,true
T70902,P-1008,E09,2026-01-22,8,Rivning,true
T70903,P-1008,E09,2026-01-28,9,Mark,true
T70904,P-1008,E03,2026-02-03,9,Rivning,true
T70905,P-1008,E09,2026-02-09,7,Rivning,true
T70906,P-1008,E10,2026-02-16,8,Projektledning,true
T70907,P-1008,E10,2026-02-18,4,Projektledning,true
T70908,P-1008,E10,2026-02-20,8,Besiktning,true
T70909,P-1008,E09,2026-02-23,10,Rivning,true
T70910,P-1008,E05,2026-02-25,9,El,true
T70911,P-1008,E09,2026-02-26,8,Mark,true
T70912,P-1008,E02,2026-03-04,8,Besiktning,true
T70913,P-1008,E03,2026-03-04,6,Rivning,true
T70914,P-1008,E09,2026-03-09,7,Rivning,true
T70915,P-1008,E10,2026-03-09,10,Besiktning,true
T70916,P-1009,E01,2026-01-12,6,Projektledning,true
T70917,P-1009,E02,2026-01-16,10,Stomme,true
T70918,P-1009,E02,2026-01-19,10,Stomme,true
T70919,P-1009,E09,2026-01-19,8,Rivning,true
T70920,P-1009,E06,2026-01-20,7,El,true
T70921,P-1009,E01,2026-01-21,8,Besiktning,true
T70922,P-1009,E04,2026-01-21,8,Rivning,true
T70923,P-1009,E09,2026-01-23,7,Rivning,true
T70924,P-1009,E09,2026-01-26,8,Rivning,true
T70925,P-1009,E01,2026-01-28,8,Projektledning,true
T70926,P-1009,E02,2026-01-28,4,Stomme,true
T70927,P-1009,E04,2026-01-28,6,Inredning,true
T70928,P-1009,E09,2026-01-28,10,Rivning,true
T70929,P-1009,E04,2026-01-29,4,Rivning,true
T70930,P-1009,E04,2026-02-02,10,Rivning,true
T70931,P-1009,E04,2026-02-05,9,Rivning,true
T70932,P-1009,E01,2026-02-06,9,Projektledning,true
T70933,P-1009,E06,2026-02-06,4,El,true
T70934,P-1009,E01,2026-02-09,10,Projektledning,true
T70935,P-1009,E02,2026-02-10,6,Besiktning,true
T70936,P-1009,E09,2026-02-10,4,Mark,true
T70937,P-1009,E01,2026-02-11,10,Projektledning,true
T70938,P-1009,E02,2026-02-17,8,Projektledning,true
T70939,P-1009,E06,2026-02-18,8,El,true
T70940,P-1009,E02,2026-02-19,6,Projektledning,true
T70941,P-1009,E04,2026-02-19,9,Rivning,true
T70942,P-1009,E06,2026-02-19,6,El,true
T70943,P-1009,E04,2026-02-20,8,Stomme,true
T70944,P-1009,E04,2026-02-23,8,Inredning,true
T70945,P-1009,E09,2026-02-23,8,Mark,true
T70946,P-1009,E09,2026-02-26,10,Rivning,true
T70947,P-1009,E01,2026-02-27,8,Besiktning,true
T70948,P-1009,E02,2026-03-02,8,Projektledning,true
T70949,P-1009,E01,2026-03-04,8,Projektledning,true
T70950,P-1009,E04,2026-03-04,7,Inredning,true
T70951,P-1009,E01,2026-03-06,10,Projektledning,true
T70952,P-1009,E02,2026-03-06,8,Projektledning,true
T70953,P-1009,E09,2026-03-06,9,Rivning,true
T70954,P-1009,E06,2026-03-10,8,El,true
T70955,P-1009,E01,2026-03-11,9,Projektledning,true
T70956,P-1009,E04,2026-03-12,7,Rivning,true
T70957,P-1009,E06,2026-03-13,4,El,true
T70958,P-1009,E06,2026-03-18,8,El,true
T70959,P-1009,E04,2026-03-23,9,Stomme,true
T70960,P-1009,E06,2026-03-23,8,El,true
T70961,P-1009,E02,2026-03-30,8,Besiktning,true
T70962,P-1009,E04,2026-03-31,8,Inredning,true
T70963,P-1009,E01,2026-04-01,8,Projektledning,true
T70964,P-1009,E04,2026-04-02,6,Inredning,true
T70965,P-1009,E06,2026-04-09,4,El,true
T70966,P-1009,E04,2026-04-13,7,Stomme,true
T70967,P-1009,E06,2026-04-13,10,El,true
T70968,P-1009,E02,2026-04-15,4,Projektledning,true
T70969,P-1009,E04,2026-04-15,8,Inredning,true
T70970,P-1009,E09,2026-04-16,10,Rivning,true
T70971,P-1009,E04,2026-04-17,7,Stomme,true
T70972,P-1009,E01,2026-04-22,8,Projektledning,true
T70973,P-1009,E06,2026-04-22,10,El,true
T70974,P-1009,E09,2026-04-22,8,Rivning,true
T70975,P-1009,E09,2026-04-23,7,Mark,true
T70976,P-1009,E02,2026-04-24,8,Stomme,true
T70977,P-1009,E06,2026-04-28,10,El,true
T70978,P-1009,E01,2026-05-01,10,Besiktning,true
T70979,P-1009,E04,2026-05-05,6,Stomme,true
T70980,P-1009,E09,2026-05-05,7,Mark,true
T70981,P-1009,E01,2026-05-06,9,Besiktning,true
T70982,P-1009,E02,2026-05-06,6,Stomme,true
T70983,P-1009,E01,2026-05-08,8,Besiktning,true
T70984,P-1009,E04,2026-05-11,8,Stomme,true
T70985,P-1009,E06,2026-05-13,4,El,true
T70986,P-1009,E01,2026-05-14,9,Projektledning,true
T70987,P-1009,E02,2026-05-14,8,Besiktning,true
T70988,P-1009,E01,2026-05-19,7,Besiktning,true
T70989,P-1009,E04,2026-05-19,7,Inredning,true
T70990,P-1009,E01,2026-05-20,8,Projektledning,true
T70991,P-1009,E09,2026-05-20,8,Mark,true
T70992,P-1009,E04,2026-05-21,8,Stomme,true
T70993,P-1009,E06,2026-05-21,10,El,true
T70994,P-1009,E04,2026-05-25,8,Rivning,true
T70995,P-1009,E04,2026-05-27,7,Stomme,true
T70996,P-1009,E02,2026-05-28,10,Stomme,true
T70997,P-1009,E06,2026-05-28,8,El,true
T70998,P-1009,E02,2026-05-29,8,Projektledning,true
T70999,P-1009,E09,2026-05-29,8,Mark,true
T71000,P-1009,E06,2026-06-03,8,El,true
T71001,P-1009,E09,2026-06-03,4,Mark,true
T71002,P-1009,E01,2026-06-04,8,Besiktning,true
T71003,P-1009,E06,2026-06-04,9,El,true
